OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0003998,2022-10-09,CUST033558,"Arjun Patel",P00049,"Children's Book",Books,ReadMore,1,401.8,0,48.22,12.44,462.46,"Debit Card",Delivered,"San Francisco",CA,Australia,SELL00288
ORD0003999,2023-05-09,CUST005512,"Neha Patel",P00042,"Projector Mini",Books,FitLife,3,574.51,0,137.88,7.04,1868.45,"Credit Card",Delivered,Dallas,TX,"United States",SELL00869
ORD0004000,2024-01-08,CUST033759,"Priya Sharma",P00028,Jeans,Clothing,BrightLux,1,262.11,0,13.11,7.38,282.6,"Debit Card",Shipped,Seattle,WA,"United States",SELL01894
ORD0004001,2023-09-09,CUST047668,"Kabir Sharma",P00038,"External HDD 2TB",Books,KiddoFun,1,293.06,0.05,13.92,3.43,295.76,"Amazon Pay",Delivered,Philadelphia,PA,"United States",SELL00777
ORD0004002,2022-11-24,CUST019841,"Vivaan Kumar",P00031,"Kids Toy Car","Sports & Outdoors",Zenith,3,522.22,0,188,10.65,1765.31,"Credit Card",Pending,Phoenix,AZ,"United States",SELL00432
ORD0004003,2022-09-03,CUST041756,"Pooja Reddy",P00018,"Vacuum Cleaner",Books,ReadMore,1,172.65,0.2,11.05,0.17,149.34,"Debit Card",Delivered,"Fort Worth",TX,"United States",SELL00606
ORD0004004,2021-04-26,CUST013599,"Sunita Gupta",P00014,"Drone Mini",Electronics,FitLife,1,582.64,0.15,59.43,12.59,567.26,"Credit Card",Delivered,"San Diego",CA,"United States",SELL00053
ORD0004005,2021-12-28,CUST040757,"Vikas Verma",P00019,"LED Desk Lamp","Toys & Games",Apex,3,449.3,0.25,50.55,2.79,1064.27,"Credit Card",Delivered,Charlotte,NC,"United States",SELL00469
ORD0004006,2021-04-24,CUST020632,"Sahil Kumar",P00016,"Air Fryer",Books,FitLife,2,186.35,0,18.64,12.05,403.39,"Credit Card",Returned,Dallas,TX,"United States",SELL01319
ORD0004007,2022-12-24,CUST031021,"Simran Mehta",P00048,"Wireless Charger","Sports & Outdoors",UrbanStyle,4,260.08,0.05,79.06,0.58,1067.94,"Debit Card",Delivered,Chicago,IL,Canada,SELL01180
ORD0004008,2022-10-28,CUST014727,"Aarav Mehta",P00036,"Smart Light Bulb",Books,Apex,1,411.96,0,49.44,9.72,471.12,UPI,Returned,Jacksonville,FL,"United States",SELL00715
ORD0004009,2023-08-17,CUST039042,"Pooja Gupta",P00008,"4K Monitor",Books,Apex,1,93.47,0.05,4.44,7.7,100.94,UPI,Shipped,"San Francisco",CA,India,SELL01957
ORD0004010,2020-12-08,CUST030153,"Aditya Kumar",P00005,"Laptop Sleeve",Electronics,UrbanStyle,2,552.43,0.1,79.55,14.4,1088.32,"Net Banking",Delivered,Denver,CO,"United States",SELL01532
ORD0004011,2023-12-25,CUST006697,"Priya Kumar",P00024,"Yoga Mat",Books,HomeEase,2,86.89,0.05,13.21,3.4,181.7,"Credit Card",Delivered,Chicago,IL,"United States",SELL00155
ORD0004012,2023-12-18,CUST018417,"Mohit Joshi",P00027,"Winter Jacket",Books,UrbanStyle,4,363.79,0.05,0,7.42,1389.82,UPI,Delivered,"New York",NY,"United States",SELL01456
ORD0004013,2020-11-27,CUST040727,"Anjali Mehta",P00021,Backpack,Electronics,CoreTech,1,128.71,0,6.44,11.23,146.38,"Credit Card",Delivered,Washington,DC,"United States",SELL01563
ORD0004014,2021-03-13,CUST042674,"Vivaan Gupta",P00029,T-Shirt,Clothing,CoreTech,4,405.92,0.2,103.92,3.77,1406.63,"Credit Card",Delivered,Philadelphia,PA,"United Kingdom",SELL00592
ORD0004015,2024-05-30,CUST036311,"Aditya Joshi",P00007,"Mechanical Keyboard","Toys & Games",Zenith,2,231.71,0.2,18.54,12.43,401.71,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL01490
ORD0004016,2020-06-22,CUST001697,"Neha Mehta",P00035,"Desk Plant","Home & Kitchen",UrbanStyle,2,83.18,0,8.32,0.75,175.43,"Credit Card",Delivered,Phoenix,AZ,India,SELL00204
ORD0004017,2021-07-12,CUST043051,"Anjali Mehta",P00030,"Dress Shirt",Books,ReadMore,1,21.89,0.15,3.35,3.12,25.08,"Amazon Pay",Delivered,Houston,TX,"United States",SELL00746
ORD0004018,2021-06-10,CUST042451,"Vihaan Singh",P00010,Smartwatch,Electronics,CoreTech,3,422.15,0.05,60.16,1.24,1264.53,"Credit Card",Delivered,"Los Angeles",CA,"United States",SELL01357
ORD0004019,2021-10-20,CUST035895,"Pooja Reddy",P00001,"Wireless Earbuds","Sports & Outdoors",ReadMore,5,214.01,0,85.6,10.7,1166.35,"Debit Card",Delivered,Jacksonville,FL,"United States",SELL01287
ORD0004020,2020-01-26,CUST025651,"Aditya Patel",P00029,T-Shirt,"Home & Kitchen",BrightLux,2,186.18,0,44.68,0.8,417.84,"Credit Card",Delivered,Houston,TX,"United Kingdom",SELL01716
ORD0004021,2022-03-30,CUST036194,"Karan Kapoor",P00032,"Board Game",Electronics,Zenith,1,242.1,0.2,9.68,10.07,213.43,"Debit Card",Delivered,"San Francisco",CA,"United States",SELL01980
ORD0004022,2021-08-27,CUST008869,"Sahil Patel",P00013,"Action Camera",Books,BrightLux,3,178.12,0,42.75,8.39,585.5,"Credit Card",Delivered,Seattle,WA,Canada,SELL01504
ORD0004023,2021-02-09,CUST022079,"Simran Sharma",P00037,Router,"Sports & Outdoors",KiddoFun,4,107.68,0.05,32.73,4.21,446.12,"Debit Card",Delivered,"San Jose",CA,"United States",SELL01905
ORD0004024,2020-08-19,CUST024387,"Vivaan Singh",P00010,Smartwatch,"Sports & Outdoors",ReadMore,4,528.88,0.1,342.71,2.08,2248.76,UPI,Delivered,"New York",NY,"United States",SELL00741
ORD0004025,2021-06-16,CUST032685,"Simran Singh",P00014,"Drone Mini",Electronics,FitLife,4,499.5,0,159.84,6.84,2164.68,"Debit Card",Delivered,Houston,TX,"United States",SELL00132
ORD0004026,2024-04-22,CUST001273,"Aarav Mehta",P00003,"Smartphone Case",Electronics,ReadMore,3,143.69,0,0,10.62,441.69,"Debit Card",Delivered,Seattle,WA,"United States",SELL00592
ORD0004027,2024-12-16,CUST024753,"Rohit Gupta",P00042,"Projector Mini",Electronics,BrightLux,5,48.56,0.15,16.51,9,231.89,"Credit Card",Delivered,Houston,TX,"United States",SELL01092
ORD0004028,2021-05-19,CUST012417,"Anjali Kapoor",P00013,"Action Camera","Sports & Outdoors",Apex,3,504.84,0,121.16,4.53,1640.21,"Net Banking",Shipped,Denver,CO,"United States",SELL01022
ORD0004029,2024-08-19,CUST032694,"Aditya Verma",P00031,"Kids Toy Car",Books,KiddoFun,3,378.25,0.1,183.83,5.02,1210.12,"Credit Card",Delivered,"New York",NY,India,SELL00716
ORD0004030,2020-06-27,CUST040703,"Mohit Kumar",P00041,"Webcam Full HD",Books,BrightLux,2,169.14,0.05,16.07,10.28,347.72,"Net Banking",Delivered,"San Diego",CA,"United States",SELL01909
ORD0004031,2020-05-11,CUST004004,"Aman Singh",P00023,"Cookware Set",Books,HomeEase,1,96.07,0.05,4.56,11.89,107.72,UPI,Delivered,"San Antonio",TX,"United States",SELL01460
ORD0004032,2024-01-18,CUST036033,"Kabir Mehta",P00021,Backpack,Electronics,HomeEase,3,137.22,0.25,15.44,11.51,335.7,UPI,Cancelled,Houston,TX,"United States",SELL01792
ORD0004033,2020-12-13,CUST032169,"Anjali Joshi",P00035,"Desk Plant",Electronics,UrbanStyle,4,455.46,0.2,116.6,1.95,1576.02,"Debit Card",Delivered,"Los Angeles",CA,"United States",SELL00556
ORD0004034,2021-06-23,CUST025694,"Neha Singh",P00047,"Memory Card 128GB",Clothing,Zenith,2,124.8,0,19.97,1.41,270.98,"Credit Card",Delivered,Phoenix,AZ,"United States",SELL00335
ORD0004035,2022-02-10,CUST026034,"Pooja Singh",P00001,"Wireless Earbuds",Books,CoreTech,4,456.92,0.05,138.9,13.47,1888.67,"Credit Card",Delivered,Phoenix,AZ,"United States",SELL00100
ORD0004036,2023-11-30,CUST000689,"Ritika Patel",P00013,"Action Camera","Home & Kitchen",Apex,1,162.24,0.15,0,6.96,144.86,"Debit Card",Delivered,Charlotte,NC,"United States",SELL00094
ORD0004037,2020-03-16,CUST015999,"Priya Kumar",P00033,"Puzzle 1000pc",Books,KiddoFun,2,330.11,0,33.01,3.61,696.84,"Credit Card",Cancelled,"San Jose",CA,"United Kingdom",SELL00190
ORD0004038,2021-08-01,CUST042284,"Aditya Mehta",P00037,Router,Books,ReadMore,1,157.62,0.15,6.7,12.59,153.27,"Debit Card",Delivered,"San Antonio",TX,Canada,SELL01175
ORD0004039,2022-05-03,CUST004908,"Vikas Singh",P00025,"Running Shoes",Electronics,CoreTech,3,490.17,0.3,0,11.35,1040.71,"Net Banking",Delivered,"San Francisco",CA,"United States",SELL00282
ORD0004040,2024-02-24,CUST033133,"Sunita Mehta",P00033,"Puzzle 1000pc","Sports & Outdoors",UrbanStyle,2,593.06,0,59.31,10.06,1255.49,UPI,Delivered,Seattle,WA,"United States",SELL00168
ORD0004041,2020-07-12,CUST016900,"Ritika Kumar",P00020,"Office Chair",Clothing,FitLife,1,539.53,0.25,32.37,3.85,440.87,"Debit Card",Shipped,Charlotte,NC,"United States",SELL00433
ORD0004042,2023-03-31,CUST049728,"Aarav Sharma",P00028,Jeans,"Sports & Outdoors",CoreTech,4,538.9,0,258.67,4.77,2419.04,"Amazon Pay",Delivered,Jacksonville,FL,"United States",SELL00764
ORD0004043,2020-12-12,CUST037686,"Sahil Kapoor",P00039,"Graphic Tablet","Home & Kitchen",FitLife,3,269.68,0.1,131.06,13.1,872.3,"Net Banking",Delivered,"New York",NY,India,SELL01056
ORD0004044,2022-08-08,CUST044915,"Sneha Verma",P00012,"Noise Cancelling Headphones","Toys & Games",KiddoFun,2,443.4,0,70.94,10.44,968.18,"Credit Card",Pending,"San Diego",CA,"United States",SELL00042
ORD0004045,2023-10-16,CUST006909,"Simran Kumar",P00025,"Running Shoes","Toys & Games",CoreTech,3,232.89,0.2,27.95,14.52,601.41,"Net Banking",Cancelled,"New York",NY,India,SELL00458
ORD0004046,2024-11-27,CUST040911,"Pooja Singh",P00004,"USB-C Charger","Toys & Games",HomeEase,2,482.91,0.15,41.05,11.64,873.64,"Credit Card",Delivered,Austin,TX,Canada,SELL01656
ORD0004047,2024-05-26,CUST025118,"Vivaan Mehta",P00026,Sunglasses,"Sports & Outdoors",FitLife,2,9.71,0,0.97,1.56,21.95,"Debit Card",Delivered,Columbus,OH,"United States",SELL00897
ORD0004048,2023-01-15,CUST023623,"Kabir Mehta",P00006,"Gaming Mouse","Home & Kitchen",CoreTech,5,59.24,0.05,33.77,13.5,328.66,"Credit Card",Delivered,Philadelphia,PA,"United States",SELL01853
ORD0004049,2023-07-09,CUST040678,"Kabir Gupta",P00045,"Phone Tripod","Home & Kitchen",BrightLux,2,13.31,0.15,1.13,7.82,31.58,"Net Banking",Delivered,Columbus,OH,"United States",SELL00414
ORD0004050,2020-08-01,CUST047099,"Arjun Verma",P00046,"Car Charger",Clothing,Zenith,1,468.14,0.05,35.58,13.9,494.21,"Amazon Pay",Delivered,Charlotte,NC,"United States",SELL01534
ORD0004051,2024-08-15,CUST034142,"Vikas Singh",P00008,"4K Monitor","Sports & Outdoors",NexPro,1,387.57,0.1,17.44,5.88,372.13,UPI,Returned,"Los Angeles",CA,"United Kingdom",SELL01198
ORD0004052,2024-10-11,CUST024200,"Ritika Verma",P00024,"Yoga Mat",Books,KiddoFun,1,283.73,0.25,25.54,8.76,247.1,"Amazon Pay",Delivered,"San Antonio",TX,"United States",SELL00324
ORD0004053,2021-07-26,CUST027122,"Aarav Reddy",P00040,Microphone,Electronics,HomeEase,3,544.34,0.05,186.16,8.7,1746.23,"Credit Card",Delivered,"New York",NY,"United States",SELL00783
ORD0004054,2022-02-18,CUST006471,"Karan Joshi",P00016,"Air Fryer",Electronics,BrightLux,5,541.48,0.15,276.15,8.67,2586.11,"Credit Card",Delivered,Houston,TX,"United States",SELL00978
ORD0004055,2020-09-18,CUST018924,"Neha Verma",P00040,Microphone,Clothing,BrightLux,1,542.57,0,43.41,12.71,598.69,"Credit Card",Shipped,Dallas,TX,India,SELL01706
ORD0004056,2021-12-30,CUST023760,"Sneha Kumar",P00034,"Desk Organizer","Sports & Outdoors",UrbanStyle,4,174.63,0.15,71.25,4.45,669.44,"Net Banking",Pending,"Los Angeles",CA,"United States",SELL01925
ORD0004057,2020-10-09,CUST046632,"Rohit Gupta",P00031,"Kids Toy Car","Toys & Games",UrbanStyle,3,452.56,0,108.61,3.97,1470.26,"Cash on Delivery",Delivered,Dallas,TX,India,SELL01252
ORD0004058,2024-07-29,CUST026330,"Priya Joshi",P00014,"Drone Mini","Toys & Games",ReadMore,5,41.73,0,16.69,5.14,230.48,"Amazon Pay",Delivered,"New York",NY,"United States",SELL01504
ORD0004059,2024-01-30,CUST042651,"Sunita Singh",P00039,"Graphic Tablet","Toys & Games",Zenith,3,460.72,0.2,199.03,0.68,1305.44,"Debit Card",Delivered,Phoenix,AZ,Australia,SELL01711
ORD0004060,2023-11-04,CUST018934,"Karan Kumar",P00038,"External HDD 2TB",Electronics,Zenith,5,428.35,0.15,218.46,9.85,2048.8,"Cash on Delivery",Delivered,Philadelphia,PA,"United States",SELL00034
ORD0004061,2020-12-27,CUST010151,"Kabir Kumar",P00001,"Wireless Earbuds",Books,UrbanStyle,3,484.69,0,116.33,13.73,1584.13,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01188
ORD0004062,2024-01-12,CUST005243,"Priya Kumar",P00049,"Children's Book","Sports & Outdoors",BrightLux,3,89.56,0,13.43,9.43,291.54,"Credit Card",Delivered,Columbus,OH,Australia,SELL01218
ORD0004063,2021-03-16,CUST041692,"Karan Singh",P00008,"4K Monitor",Electronics,CoreTech,1,186.72,0.15,12.7,11.25,182.66,"Amazon Pay",Cancelled,"San Jose",CA,"United States",SELL00234
ORD0004064,2020-04-02,CUST014113,"Karan Singh",P00031,"Kids Toy Car",Clothing,HomeEase,1,141.07,0.1,6.35,3.82,137.13,"Net Banking",Shipped,Philadelphia,PA,Australia,SELL00128
ORD0004065,2024-07-02,CUST017218,"Aarav Gupta",P00030,"Dress Shirt",Electronics,NexPro,1,271.01,0.25,10.16,14.78,228.2,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01046
ORD0004066,2022-01-22,CUST010345,"Pooja Kumar",P00021,Backpack,Electronics,CoreTech,4,32.14,0.05,9.77,9.91,141.81,"Amazon Pay",Delivered,Phoenix,AZ,India,SELL00180
ORD0004067,2022-05-16,CUST021071,"Kabir Joshi",P00012,"Noise Cancelling Headphones","Sports & Outdoors",CoreTech,2,50.41,0.1,7.26,7.72,105.72,"Credit Card",Returned,Dallas,TX,"United States",SELL01224
ORD0004068,2023-12-18,CUST022503,"Sneha Patel",P00016,"Air Fryer","Home & Kitchen",Apex,2,567.97,0,56.8,1.91,1194.65,"Amazon Pay",Delivered,Washington,DC,"United States",SELL01436
ORD0004069,2020-05-21,CUST013511,"Ritika Joshi",P00049,"Children's Book","Home & Kitchen",KiddoFun,5,597.65,0,239.06,2.91,3230.22,"Credit Card",Delivered,Indianapolis,IN,Canada,SELL01811
ORD0004070,2023-08-07,CUST014861,"Aditya Sharma",P00028,Jeans,"Home & Kitchen",Apex,4,97.56,0.05,29.66,1.66,402.05,"Debit Card",Delivered,Houston,TX,India,SELL00064
ORD0004071,2023-12-26,CUST013152,"Neha Singh",P00004,"USB-C Charger","Sports & Outdoors",Zenith,5,558.71,0,335.23,4.06,3132.84,"Debit Card",Delivered,Houston,TX,India,SELL01456
ORD0004072,2022-01-18,CUST016669,"Anjali Mehta",P00028,Jeans,Books,Apex,5,337.67,0.05,288.71,6.74,1899.38,"Credit Card",Delivered,"New York",NY,"United States",SELL00292
ORD0004073,2024-09-08,CUST040260,"Rohit Mehta",P00031,"Kids Toy Car",Clothing,KiddoFun,4,350.92,0.25,0,4.88,1057.64,UPI,Delivered,Phoenix,AZ,"United States",SELL00600
ORD0004074,2021-10-14,CUST003539,"Karan Kapoor",P00002,"Bluetooth Speaker",Clothing,CoreTech,4,487.72,0,234.11,12.16,2197.15,"Cash on Delivery",Shipped,Denver,CO,"United States",SELL00060
ORD0004075,2021-12-01,CUST004234,"Pooja Verma",P00023,"Cookware Set",Books,UrbanStyle,4,305.53,0.05,92.88,12.16,1266.05,"Amazon Pay",Shipped,"San Antonio",TX,"United States",SELL00083
ORD0004076,2022-09-24,CUST049228,"Vihaan Reddy",P00003,"Smartphone Case",Electronics,ReadMore,2,380.45,0,0,3.24,764.14,"Debit Card",Delivered,"San Diego",CA,Australia,SELL00287
ORD0004077,2020-02-18,CUST015034,"Vivaan Sharma",P00019,"LED Desk Lamp","Sports & Outdoors",FitLife,5,511,0.05,0,1.53,2428.78,"Net Banking",Delivered,Seattle,WA,"United States",SELL01189
ORD0004078,2023-08-18,CUST046806,"Anjali Kumar",P00012,"Noise Cancelling Headphones",Books,UrbanStyle,2,312.66,0,75.04,8.13,708.49,"Credit Card",Shipped,Indianapolis,IN,India,SELL00004
ORD0004079,2022-05-30,CUST009088,"Neha Patel",P00010,Smartwatch,Books,ReadMore,4,488.79,0.2,125.13,2.23,1691.49,"Cash on Delivery",Delivered,Columbus,OH,"United States",SELL00275
ORD0004080,2023-04-28,CUST046435,"Kabir Kapoor",P00022,"Water Bottle",Books,UrbanStyle,4,5.14,0,1.03,1.9,23.49,UPI,Delivered,Houston,TX,"United States",SELL00812
ORD0004081,2023-03-05,CUST012986,"Vivaan Sharma",P00038,"External HDD 2TB",Electronics,NexPro,3,552.96,0,199.07,6.75,1864.7,"Credit Card",Delivered,Seattle,WA,India,SELL00762
ORD0004082,2021-07-08,CUST023400,"Pooja Reddy",P00048,"Wireless Charger",Books,CoreTech,3,434.29,0.1,93.81,0.29,1266.68,"Debit Card",Cancelled,Denver,CO,"United States",SELL01651
ORD0004083,2021-02-07,CUST034513,"Kabir Mehta",P00002,"Bluetooth Speaker",Electronics,BrightLux,2,123.77,0.3,13.86,4.37,191.51,"Debit Card",Delivered,"San Antonio",TX,"United States",SELL00336
ORD0004084,2022-06-10,CUST040006,"Priya Mehta",P00029,T-Shirt,"Home & Kitchen",CoreTech,3,525.32,0,126.08,10.35,1712.39,"Debit Card",Cancelled,"San Francisco",CA,India,SELL01876
ORD0004085,2022-05-14,CUST023085,"Vikas Singh",P00046,"Car Charger",Clothing,KiddoFun,3,400.42,0.05,57.06,8.75,1207.01,"Amazon Pay",Delivered,Phoenix,AZ,"United States",SELL01446
ORD0004086,2021-08-24,CUST023730,"Sahil Sharma",P00019,"LED Desk Lamp",Clothing,NexPro,3,176.34,0.2,33.86,13.58,470.66,UPI,Delivered,"San Diego",CA,"United Kingdom",SELL00012
ORD0004087,2020-12-06,CUST021168,"Ritika Singh",P00040,Microphone,"Home & Kitchen",Zenith,1,378.9,0,18.94,2.23,400.07,"Amazon Pay",Cancelled,Jacksonville,FL,"United States",SELL01502
ORD0004088,2024-11-15,CUST036110,"Pooja Singh",P00050,"Novel Bestseller",Clothing,KiddoFun,5,595.12,0,0,1.26,2976.86,"Cash on Delivery",Delivered,"Los Angeles",CA,"United States",SELL01320
ORD0004089,2021-12-04,CUST028916,"Aman Joshi",P00031,"Kids Toy Car",Clothing,NexPro,5,401.76,0.05,229,14.93,2152.29,UPI,Delivered,Washington,DC,"United States",SELL00455
ORD0004090,2020-11-13,CUST004252,"Anjali Joshi",P00042,"Projector Mini",Clothing,ReadMore,5,397.27,0.1,143.02,8.55,1939.28,"Credit Card",Delivered,"San Jose",CA,India,SELL01960
ORD0004091,2021-09-09,CUST046269,"Arjun Verma",P00032,"Board Game","Home & Kitchen",HomeEase,5,12.2,0,3.05,6.74,70.79,"Debit Card",Delivered,Indianapolis,IN,"United States",SELL01418
ORD0004092,2023-10-18,CUST013222,"Anjali Reddy",P00018,"Vacuum Cleaner",Books,FitLife,4,366.11,0.05,0,11.59,1402.81,"Credit Card",Shipped,"New York",NY,India,SELL01540
ORD0004093,2021-01-16,CUST046279,"Karan Singh",P00039,"Graphic Tablet","Home & Kitchen",CoreTech,3,222,0,53.28,11.56,730.84,"Credit Card",Delivered,"New York",NY,"United States",SELL01567
ORD0004094,2020-08-20,CUST046155,"Pooja Verma",P00005,"Laptop Sleeve","Toys & Games",NexPro,4,230.14,0,46.03,6.82,973.41,"Credit Card",Delivered,Chicago,IL,"United States",SELL01767
ORD0004095,2024-12-05,CUST048673,"Anjali Sharma",P00003,"Smartphone Case","Home & Kitchen",CoreTech,5,592.75,0.25,400.11,11.83,2634.75,"Debit Card",Delivered,Dallas,TX,"United States",SELL00265
ORD0004096,2023-09-29,CUST003779,"Arjun Joshi",P00028,Jeans,Clothing,Zenith,5,549.65,0,329.79,0.97,3079.01,"Credit Card",Delivered,Chicago,IL,"United States",SELL01704
ORD0004097,2024-04-21,CUST037782,"Pooja Patel",P00016,"Air Fryer",Clothing,KiddoFun,2,475.01,0.05,45.13,1.49,949.14,UPI,Shipped,Indianapolis,IN,"United States",SELL01878
ORD0004098,2022-03-27,CUST027533,"Karan Gupta",P00040,Microphone,Clothing,HomeEase,2,279.64,0.1,25.17,1.72,530.24,"Credit Card",Pending,Columbus,OH,Canada,SELL00186
ORD0004099,2021-07-06,CUST006237,"Pooja Kapoor",P00026,Sunglasses,"Home & Kitchen",CoreTech,2,175.27,0.05,59.94,2.22,395.17,UPI,Pending,Phoenix,AZ,"United States",SELL01871
ORD0004100,2024-04-01,CUST000646,"Pooja Reddy",P00024,"Yoga Mat","Sports & Outdoors",Apex,4,191.5,0.1,55.15,6.64,751.19,"Amazon Pay",Delivered,Denver,CO,"United States",SELL01124
ORD0004101,2022-05-05,CUST035008,"Anjali Mehta",P00035,"Desk Plant","Sports & Outdoors",ReadMore,3,503.33,0.1,67.95,6.11,1433.05,UPI,Pending,"San Jose",CA,India,SELL00096
ORD0004102,2024-12-17,CUST025706,"Mohit Patel",P00022,"Water Bottle",Books,ReadMore,3,49.97,0.15,0,1.88,129.3,"Net Banking",Delivered,Austin,TX,"United States",SELL00523
ORD0004103,2022-03-29,CUST042422,"Neha Singh",P00037,Router,"Sports & Outdoors",BrightLux,2,27.22,0,2.72,0.27,57.43,"Amazon Pay",Pending,"San Diego",CA,Canada,SELL01769
ORD0004104,2024-05-13,CUST039863,"Sahil Joshi",P00036,"Smart Light Bulb",Books,Apex,5,228.37,0,205.53,1.57,1348.95,"Debit Card",Delivered,"Los Angeles",CA,"United States",SELL01473
ORD0004105,2020-07-01,CUST025628,"Vivaan Kumar",P00028,Jeans,"Sports & Outdoors",BrightLux,5,27.24,0,10.9,14.62,161.72,"Net Banking",Delivered,"Fort Worth",TX,"United States",SELL01300
ORD0004106,2022-11-30,CUST047418,"Arjun Sharma",P00008,"4K Monitor","Home & Kitchen",ReadMore,5,303.8,0.25,205.06,9.82,1354.13,"Debit Card",Delivered,Charlotte,NC,"United States",SELL00928
ORD0004107,2024-04-23,CUST041487,"Sneha Singh",P00029,T-Shirt,"Sports & Outdoors",Apex,1,586.33,0.25,0,12.22,451.97,"Amazon Pay",Cancelled,Jacksonville,FL,"United States",SELL00843
ORD0004108,2021-01-31,CUST010904,"Vivaan Joshi",P00003,"Smartphone Case",Clothing,Zenith,4,430.21,0.2,165.2,7.1,1548.97,"Credit Card",Shipped,Seattle,WA,"United States",SELL00240
ORD0004109,2024-09-23,CUST004459,"Pooja Singh",P00030,"Dress Shirt",Books,NexPro,1,152.36,0,7.62,7.26,167.24,"Debit Card",Delivered,Indianapolis,IN,"United States",SELL00285
ORD0004110,2022-02-17,CUST018802,"Simran Mehta",P00046,"Car Charger",Books,BrightLux,4,461.32,0.1,298.94,3.55,1963.24,"Debit Card",Delivered,"Los Angeles",CA,"United States",SELL00561
ORD0004111,2024-02-26,CUST018522,"Vihaan Joshi",P00032,"Board Game",Clothing,NexPro,5,178.5,0,71.4,2.76,966.66,UPI,Delivered,Seattle,WA,Australia,SELL00023
ORD0004112,2024-08-09,CUST009918,"Vivaan Joshi",P00044,"Power Bank 20000mAh","Home & Kitchen",KiddoFun,4,430.4,0,309.89,2.72,2034.21,"Credit Card",Pending,"Los Angeles",CA,"United States",SELL01818
ORD0004113,2022-06-25,CUST042689,"Vikas Reddy",P00035,"Desk Plant",Books,Apex,4,243.39,0,48.68,7.98,1030.22,"Amazon Pay",Delivered,Washington,DC,"United States",SELL01228
ORD0004114,2023-09-18,CUST031258,"Neha Joshi",P00042,"Projector Mini",Electronics,NexPro,3,38,0.1,8.21,9.14,119.95,"Credit Card",Delivered,Austin,TX,Canada,SELL00469
ORD0004115,2020-05-06,CUST039534,"Neha Verma",P00047,"Memory Card 128GB","Home & Kitchen",NexPro,4,222.99,0.2,57.09,5.85,776.51,"Debit Card",Pending,Houston,TX,India,SELL00579
ORD0004116,2024-04-30,CUST047455,"Arjun Verma",P00008,"4K Monitor",Clothing,Zenith,3,153.92,0.05,35.09,8.02,481.78,"Amazon Pay",Shipped,Chicago,IL,India,SELL01262
ORD0004117,2024-04-29,CUST020925,"Vikas Verma",P00034,"Desk Organizer","Home & Kitchen",UrbanStyle,5,509.03,0.1,183.25,0.53,2474.42,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01720
ORD0004118,2020-01-01,CUST004055,"Rohit Gupta",P00028,Jeans,"Sports & Outdoors",FitLife,1,83.46,0.2,5.34,13.76,85.87,"Cash on Delivery",Delivered,Phoenix,AZ,"United States",SELL01376
ORD0004119,2023-04-06,CUST011244,"Mohit Singh",P00046,"Car Charger","Toys & Games",Zenith,3,594.11,0,142.59,0.4,1925.32,"Amazon Pay",Delivered,Chicago,IL,"United States",SELL01785
ORD0004120,2024-07-01,CUST032897,"Aman Gupta",P00021,Backpack,Clothing,Zenith,1,75.25,0.3,0,2.23,54.9,"Amazon Pay",Delivered,Phoenix,AZ,"United States",SELL00013
ORD0004121,2020-01-19,CUST041169,"Ritika Kapoor",P00011,"Fitness Band","Home & Kitchen",FitLife,3,239.24,0,129.19,8.36,855.27,"Amazon Pay",Delivered,Washington,DC,"United States",SELL00860
ORD0004122,2023-09-17,CUST041006,"Rohit Kapoor",P00029,T-Shirt,"Home & Kitchen",Apex,2,448.53,0,107.65,14.25,1018.96,UPI,Delivered,"San Jose",CA,"United States",SELL00783
ORD0004123,2021-08-06,CUST039404,"Aarav Reddy",P00040,Microphone,"Toys & Games",ReadMore,1,23.25,0,1.16,5.34,29.75,"Credit Card",Delivered,Houston,TX,"United States",SELL01605
ORD0004124,2021-03-31,CUST045020,"Ritika Singh",P00027,"Winter Jacket","Sports & Outdoors",NexPro,3,36.96,0,13.31,8.82,133.01,"Amazon Pay",Delivered,Phoenix,AZ,"United States",SELL00538
ORD0004125,2022-08-14,CUST032769,"Karan Verma",P00019,"LED Desk Lamp",Clothing,CoreTech,3,5.31,0.15,1.62,4.45,19.61,"Credit Card",Shipped,Jacksonville,FL,Canada,SELL00249
ORD0004126,2023-02-06,CUST019620,"Sneha Joshi",P00024,"Yoga Mat","Sports & Outdoors",FitLife,2,342.37,0.2,27.39,12.94,588.12,"Credit Card",Delivered,Dallas,TX,"United States",SELL01981
ORD0004127,2023-07-15,CUST021317,"Vihaan Patel",P00007,"Mechanical Keyboard","Home & Kitchen",FitLife,3,40.84,0.05,5.82,13.59,135.8,"Cash on Delivery",Delivered,Houston,TX,"United States",SELL00029
